1;0;154.00;9.70;1397.00;0.00;0.72
2;0;1459.00;10.02;1676.00;0.00;1.00
3;0;725.00;10.20;1673.00;0.00;0.48
4;0;868.00;9.70;876.00;0.00;0.84
5;0;609.00;9.70;1769.00;0.00;0.80
6;0;1574.00;9.80;1315.00;0.00;0.52
7;0;619.00;10.57;1733.00;0.00;1.00
8;0;1095.00;9.87;1774.00;0.00;0.80
9;0;496.00;11.27;1251.00;0.00;0.56
10;0;171.00;9.70;1602.00;0.00;0.80
11;0;1563.00;9.77;942.00;0.00;0.36
12;0;921.00;20.12;936.00;0.00;0.76
13;0;875.00;9.70;610.00;0.00;0.80
14;0;1247.00;9.70;520.00;0.00;0.52
15;0;1246.00;11.90;1253.00;0.00;0.56
16;0;1171.00;11.65;886.00;0.00;0.32
17;0;189.00;9.85;841.00;0.00;0.72
18;0;1930.00;9.70;1478.00;0.00;0.40
19;0;531.00;10.82;1285.00;0.00;0.64
20;0;614.00;21.30;1074.00;0.00;0.80
21;0;1194.00;12.35;1555.00;0.00;0.36
22;0;438.00;9.70;710.00;0.00;0.72
23;0;1307.00;11.32;1241.00;0.00;0.44
24;0;698.00;9.70;865.00;0.00;0.84
25;0;557.00;9.70;694.00;0.00;0.84
26;0;2069.00;9.70;1560.00;0.00;0.60
27;0;632.00;22.92;996.00;0.00;0.64
28;0;2074.00;10.60;1770.00;0.00;0.72
29;0;12.00;15.92;1091.00;0.00;0.60
30;0;1370.00;10.92;1517.00;0.00;0.32
31;0;468.00;9.70;1554.00;0.00;0.80
32;0;1865.00;11.02;1310.00;0.00;0.48
33;0;452.00;10.80;1306.00;0.00;0.64
34;0;696.00;21.07;1182.00;0.00;0.76
35;0;790.00;11.00;1565.00;0.00;0.72
36;0;123.00;9.70;1651.00;0.00;0.84
37;0;1613.00;9.70;516.00;0.00;0.48
38;0;2185.00;9.70;1670.00;0.00;1.00
39;0;546.00;21.72;1014.00;0.00;0.56
40;0;495.00;22.40;1117.00;0.00;0.76
41;0;953.00;11.85;1460.00;0.00;0.84
42;0;381.00;9.70;776.00;0.00;0.72
43;0;276.00;9.70;1779.00;0.00;0.64
44;0;909.00;12.17;717.00;0.00;0.88
45;0;605.00;9.70;840.00;0.00;0.60
46;0;1050.00;11.05;1325.00;0.00;0.60
47;0;969.00;9.70;481.00;0.00;0.60
48;0;286.00;11.35;1265.00;0.00;0.48
49;0;786.00;9.70;688.00;0.00;0.84
50;0;1323.00;11.10;1547.00;0.00;0.56
51;0;1852.00;9.70;1670.00;0.00;0.92
52;0;282.00;9.70;586.00;0.00;0.56
53;0;783.00;14.25;906.00;0.00;1.04
54;0;855.00;13.47;1535.00;0.00;1.08
55;0;2105.00;9.70;1147.00;0.00;0.44
56;0;1505.00;9.82;206.00;0.00;0.72
57;0;1580.00;9.70;1076.00;0.00;0.28
58;0;1111.00;11.90;1404.00;0.00;0.92
59;0;943.00;17.22;906.00;0.00;0.76
60;0;384.00;9.70;589.00;0.00;0.48
61;0;1114.00;11.17;1531.00;0.00;0.88
62;0;1130.00;12.45;777.00;0.00;0.44
63;0;672.00;11.72;1652.00;0.00;0.88
64;0;1773.00;9.70;1332.00;0.00;0.44
65;0;508.00;21.42;1137.00;0.00;0.60
66;0;444.00;9.70;803.00;0.00;0.44
67;0;430.00;9.70;1666.00;0.00;0.80
68;0;800.00;21.15;1070.00;0.00;0.72
69;0;988.00;11.30;809.00;0.00;0.60
70;0;1842.00;9.70;1543.00;0.00;0.52
71;0;1391.00;9.70;7.00;0.00;0.40
72;0;989.00;11.72;1376.00;0.00;0.52
73;0;1258.00;10.20;434.00;0.00;0.44
