1;arms_factory;3231.00;9.70;2786.00;6.18;0
1;arms_factory;293.00;9.70;2821.00;1.10;0
1;arms_factory;3340.00;12.30;3049.00;5.22;0
1;arms_factory;1192.00;13.50;2631.00;3.06;0
1;arms_factory;2538.00;11.00;2907.00;3.16;0
1;arms_factory;623.00;9.70;2967.00;1.00;0
1;industrial_complex;1005.00;14.28;2432.00;3.67;0
1;industrial_complex;2680.00;10.90;2984.00;0.05;0
1;industrial_complex;752.00;9.70;2883.00;1.61;0
1;industrial_complex;134.00;9.70;2756.00;5.73;0
1;industrial_complex;2376.00;10.82;2696.00;0.65;0
1;industrial_complex;2245.00;11.50;2642.00;4.78;0
1;air_base;3278.00;10.75;2644.00;0.06;0
1;naval_base;3493.00;9.70;2153.00;0.98;17770
1;naval_base;3739.00;9.70;2489.00;0.93;17020
1;naval_base;3841.00;9.50;2311.00;-0.24;17076
1;naval_base;3766.00;9.50;2649.00;-4.33;15462
1;naval_base;3522.00;9.70;2181.00;0.64;17643
1;naval_base;3835.00;9.50;2546.00;-1.71;17363
1;naval_base;3833.00;9.70;2306.00;0.79;17076
1;naval_base;3681.00;9.50;2879.00;-0.88;17629
1;naval_base;3817.00;9.50;2380.00;-1.99;15840
1;naval_base;3577.00;9.50;2955.00;-3.73;17123
1;naval_base;3916.00;9.70;2598.00;1.48;15634
1;naval_base;3806.00;9.50;2275.00;-0.34;16932
1;naval_base;3909.00;9.70;2784.00;-4.16;17744
1;naval_base;3970.00;9.70;2097.00;0.59;15228
1;naval_base;3894.00;9.70;2877.00;1.03;17740
1;naval_base;3828.00;9.50;2501.00;-2.55;16056
1;naval_base;3896.00;9.70;2671.00;-3.43;16750
1;naval_base;3633.00;9.70;2953.00;0.46;17731
1;naval_base;3755.00;9.70;2563.00;1.34;17636
1;naval_base;3763.00;9.70;2870.00;-4.53;17742
1;naval_base;3861.00;9.70;2351.00;1.57;15925
1;naval_base;3751.00;9.70;2522.00;0.63;17109
1;naval_base;3634.00;9.50;2322.00;-4.47;15542
1;naval_base;3591.00;9.70;2884.00;-3.02;17273
1;naval_base;3601.00;9.70;2270.00;0.95;17397
1;naval_base;3844.00;9.70;2404.00;1.37;16748
1;naval_base;3899.00;9.70;2813.00;1.57;17744
1;naval_base;3618.00;9.70;2289.00;-4.39;17642
1;naval_base;3901.00;9.70;2687.00;1.25;16750
1;naval_base;3573.00;9.50;2238.00;0.46;16898
1;naval_base;3569.00;9.75;3039.00;0.44;17724
1;naval_base;3844.00;9.50;2658.00;-1.79;17749
1;naval_base;3448.00;9.50;2097.00;0.32;15519
1;naval_base;3555.00;9.70;2223.00;-4.42;16898
1;naval_base;3814.00;9.50;2821.00;1.45;16202
1;naval_base;3899.00;9.50;2745.00;-4.60;16504
1;naval_base;3818.00;9.50;2344.00;-1.33;17761
1;naval_base;3733.00;9.50;2915.00;-3.93;15799
1;naval_base;3837.00;9.50;2577.00;-0.39;17363
1;naval_base;3893.00;9.50;2865.00;-3.39;17740
1;naval_base;3729.00;9.70;2452.00;-4.32;17757
1;naval_base;3847.00;9.50;2637.00;-2.45;15351
1;naval_base;3534.00;9.50;2950.00;-3.93;17048
1;naval_base;3331.00;9.70;2080.00;-0.82;17665
1;naval_base;3840.00;9.70;2797.00;-1.46;16202
1;naval_base;3766.00;9.70;2653.00;1.17;15462
1;naval_base;3796.00;9.70;2751.00;-3.79;15278
1;naval_base;3886.00;9.70;2503.00;1.52;17056
1;naval_base;3580.00;9.50;2246.00;1.03;17765
1;naval_base;3596.00;9.50;3057.00;0.46;16680
1;naval_base;3625.00;9.50;2993.00;-2.82;17728
1;naval_base;3795.00;9.50;2805.00;0.00;16202
1;naval_base;3838.00;9.50;2562.00;-1.25;17363
1;naval_base;3514.00;9.50;2172.00;1.42;17643
1;naval_base;3908.00;9.50;2500.00;-0.36;17056
1;naval_base;3351.00;9.50;2074.00;-0.46;17665
1;naval_base;3564.00;9.82;3031.00;1.40;17724
1;naval_base;3368.00;9.50;2059.00;-0.17;15866
1;naval_base;3577.00;9.75;2883.00;-3.93;17273
1;naval_base;3576.00;9.70;2891.00;1.29;17273
1;naval_base;3819.00;9.50;2268.00;0.46;16511
1;naval_base;3835.00;9.50;2773.00;-1.98;17745
1;naval_base;3252.00;9.70;2058.00;0.67;16853
1;naval_base;3774.00;9.70;2857.00;-3.71;17742
1;naval_base;3873.00;9.50;2834.00;-2.36;16942
1;naval_base;3822.00;9.50;2472.00;-1.78;15851
1;naval_base;3849.00;9.50;2304.00;-0.54;17076
1;naval_base;3619.00;9.50;2908.00;0.38;17560
1;naval_base;3823.00;9.50;2439.00;-1.03;17245
1;naval_base;3816.00;9.50;2336.00;-1.68;17761
1;naval_base;3754.00;9.70;2584.00;0.69;16562
1;naval_base;3485.00;9.70;2132.00;0.38;16888
1;naval_base;3753.00;9.70;2620.00;-4.61;17662
1;naval_base;3837.00;9.70;2832.00;-3.14;15778
1;naval_base;3872.00;9.50;2833.00;-3.14;16942
1;naval_base;3879.00;9.50;2277.00;-0.64;17587
1;naval_base;3741.00;9.70;2484.00;-4.55;17020
1;naval_base;3640.00;9.70;2333.00;0.11;15542
1;naval_base;3526.00;9.50;3000.00;0.30;15339
1;naval_base;3539.00;9.50;2201.00;0.54;15839
1;naval_base;3613.00;9.50;2857.00;-3.14;17595
1;naval_base;3806.00;9.70;2715.00;-4.49;17746
1;naval_base;3873.00;9.50;2314.00;-2.91;16737
1;naval_base;3889.00;9.80;2913.00;-3.31;15930
1;naval_base;3871.00;9.70;2473.00;0.69;17031
1;naval_base;3792.00;9.70;2837.00;-3.73;16534
1;naval_base;3603.00;9.50;2885.00;-1.95;17273
1;naval_base;3925.00;9.50;2493.00;-1.89;17056
1;naval_base;3582.00;9.70;2922.00;-3.99;17736
1;naval_base;3927.00;9.70;2549.00;-4.25;16929
1;naval_base;3790.00;9.70;2797.00;-2.85;16202
1;naval_base;3833.00;9.50;2519.00;-1.84;16056
1;naval_base;3775.00;9.70;2667.00;0.46;17526
1;naval_base;3674.00;9.70;2887.00;-3.27;16848
1;naval_base;3612.00;9.50;2974.00;-1.25;16493
1;naval_base;3898.00;9.70;2677.00;-4.36;16750
1;naval_base;3693.00;9.70;2410.00;0.64;17185
1;naval_base;3797.00;9.50;2759.00;1.49;15278
